iter	Accuracy	Logloss
220	0.9156273483	0.2344605004
221	0.9156381604	0.2344440262
222	0.9156435665	0.234425142
223	0.9156489726	0.2343895085
224	0.9156597847	0.2343728579
225	0.9156543787	0.2343537548
226	0.9156597847	0.2343147897
227	0.9156651908	0.2342845573
228	0.9156651908	0.2342676116
229	0.915746282	0.2342212663
230	0.915746282	0.234209737
231	0.9158003427	0.2341927682
232	0.9158003427	0.2341683693
233	0.9158111549	0.2341389578
234	0.9158111549	0.2341030547
235	0.9157354698	0.2340712308
236	0.9157354698	0.2340347618
237	0.9157354698	0.2340022466
238	0.9157246577	0.2339840211
239	0.9157408759	0.2339650824
240	0.915746282	0.233955484
241	0.9157625002	0.2339122913
242	0.9157625002	0.2338873572
243	0.9157895306	0.2338576538
244	0.9157787184	0.2338442607
245	0.9157841245	0.2338030723
246	0.9157949367	0.2337726988
247	0.9158003427	0.2337488504
248	0.9158003427	0.2337231191
249	0.9158003427	0.2336928733
250	0.9157949367	0.2336629841
251	0.9157733124	0.233635902
252	0.9157841245	0.2335865585
253	0.9157841245	0.233557728
254	0.9157949367	0.2335367407
255	0.9158057488	0.233524919
256	0.9157949367	0.2334968471
257	0.9158003427	0.2334516886
258	0.9158057488	0.2334393416
259	0.9158327792	0.2334062027
260	0.9158327792	0.2333816572
261	0.9158544035	0.2333525929
262	0.9158489974	0.2333033662
263	0.9158435914	0.2332923877
264	0.9158598096	0.2332583753
265	0.9158814339	0.2332232787
266	0.9158598096	0.2331931983
267	0.9158489974	0.2331547798
268	0.9158489974	0.2331170052
269	0.9158435914	0.2331009264
270	0.9158435914	0.2330724887
271	0.9158435914	0.2330552673
272	0.9158435914	0.2330335643
273	0.9158435914	0.2330236153
274	0.9158489974	0.2329719202
275	0.9158489974	0.2329601239
276	0.9158489974	0.232932589
277	0.9158489974	0.2329047066
278	0.9158381853	0.2328458769
279	0.9158544035	0.2328316515
280	0.9158489974	0.2327938876
281	0.9158489974	0.2327709812
282	0.9158435914	0.2327513579
283	0.9158327792	0.2327412217
284	0.9158327792	0.2327215582
285	0.9158706218	0.2327097231
286	0.9158706218	0.2326931952
287	0.9158706218	0.232672667
288	0.9158760278	0.2326536935
289	0.91588684	0.2326195687
290	0.91588684	0.2326081718
291	0.9158814339	0.2325869453
292	0.9158814339	0.2325771341
293	0.91588684	0.2325455033
294	0.91588684	0.2325148237
295	0.91588684	0.2324923338
296	0.9159084643	0.2324771195
297	0.9159192765	0.2324447886
298	0.9158976521	0.2324080393
299	0.9158976521	0.2323836145
300	0.9159084643	0.2323629149
301	0.9159084643	0.2323420836
302	0.9159192765	0.2323147036
303	0.9159192765	0.2322886485
304	0.9159192765	0.2322513618
305	0.9159354947	0.232236595
306	0.9159463068	0.2322075616
307	0.9159463068	0.2321635123
308	0.915957119	0.2321461375
309	0.9159625251	0.2321206882
310	0.9159841494	0.2320839465
311	0.9159841494	0.2320628598
312	0.9159841494	0.2320415691
313	0.9159679311	0.2320130064
314	0.9159733372	0.2319927685
315	0.9159841494	0.2319667513
316	0.9160111798	0.231952514
317	0.9160003676	0.2318969535
318	0.9160003676	0.2318755215
319	0.9160003676	0.2318524639
320	0.9160003676	0.2318368481
321	0.9160165858	0.2318267144
322	0.9160111798	0.2317873111
323	0.9160382102	0.2317774246
324	0.9160706466	0.2317475697
325	0.9161030831	0.2317138909
326	0.916097677	0.2316810768
327	0.916097677	0.2316463898
328	0.9161084892	0.2316076478
329	0.9161247074	0.2315819368
330	0.9161571439	0.2315598504
331	0.9161517378	0.231552208
332	0.9161301135	0.2315319575
333	0.9161355196	0.2314774697
334	0.9162274229	0.2314532143
335	0.9162057986	0.2314136948
336	0.9162057986	0.2313775333
337	0.9162112046	0.2313424204
338	0.9162274229	0.231277338
339	0.9162220168	0.2312428863
340	0.9162274229	0.2312180413
341	0.9162112046	0.2311815137
342	0.9162166107	0.2311416094
343	0.9162112046	0.2311141181
344	0.9162220168	0.2310883243
345	0.9162490472	0.2310605587
346	0.916238235	0.2310371223
347	0.9162436411	0.2310201007
348	0.9162544533	0.2310045514
349	0.9162814836	0.2309829439
350	0.9162868897	0.2309641134
351	0.9162868897	0.2309444096
352	0.9162922958	0.2309403974
353	0.9162598593	0.2308975899
354	0.9162598593	0.2308694755
355	0.9162598593	0.2308310583
356	0.9162544533	0.2308051562
357	0.9162544533	0.2307563173
358	0.9162544533	0.2307376638
359	0.9162544533	0.2307182808
360	0.9162760776	0.2307025785
361	0.9162706715	0.2306737041
362	0.9162706715	0.2306710203
363	0.9162868897	0.2306556845
364	0.9163247323	0.2306361407
365	0.9163247323	0.2305982655
366	0.9163409505	0.230566638
367	0.9163517627	0.230528665
368	0.9163463566	0.2305012949
369	0.9163409505	0.2304755762
370	0.9163247323	0.2304473065
371	0.9163625748	0.2304346367
372	0.9163571687	0.2304145945
373	0.9163625748	0.2303928589
374	0.9163679809	0.2303588529
375	0.9163679809	0.2303255788
376	0.916378793	0.2303086451
377	0.9163950113	0.2302914696
378	0.916378793	0.2302694041
379	0.9163896052	0.2302519059
380	0.9164544781	0.230214245
381	0.916449072	0.2301907457
382	0.916449072	0.2301643653
383	0.9164598842	0.2301386634
384	0.9164598842	0.2301153064
385	0.9164544781	0.2300959356
386	0.916449072	0.2300827021
387	0.9164598842	0.2300594715
388	0.9164761024	0.2300148211
389	0.9164761024	0.2299872673
390	0.9164761024	0.2299747943
391	0.9164761024	0.2299573688
392	0.9164923207	0.2299259549
393	0.9165031328	0.2299042037
394	0.9164977267	0.2298927693
395	0.916513945	0.2298551283
396	0.916513945	0.2298284786
397	0.9165247571	0.2297954582
398	0.916513945	0.2297862378
399	0.9165409754	0.2297515725
400	0.9165409754	0.2297440021
401	0.9165247571	0.2297361678
402	0.9165301632	0.2297099573
403	0.9165517875	0.2296697527
404	0.9165896301	0.2296536138
405	0.9165950361	0.2296303249
406	0.916584224	0.2296111031
407	0.9165950361	0.2295798574
408	0.9166058483	0.2295607278
409	0.9166004422	0.2295279649
410	0.9166274726	0.2295076129
411	0.9166328787	0.2295031938
412	0.9166328787	0.2294824699
413	0.9166328787	0.2294604681
414	0.9166707212	0.229415135
415	0.9166653151	0.2294029404
416	0.916654503	0.2293942885
417	0.916654503	0.2293897621
418	0.9166599091	0.2293690596
419	0.9166707212	0.229357592
420	0.9166707212	0.2293445018
421	0.9166707212	0.2293298699
422	0.9166653151	0.229304783
423	0.9166761273	0.2292914389
424	0.9166869395	0.2292728007
425	0.9167139698	0.2292309207
426	0.916724782	0.2292255931
427	0.9167193759	0.2292120924
428	0.916724782	0.2292006345
429	0.9167139698	0.2291870976
430	0.916724782	0.2291660591
431	0.9167031577	0.2291502018
432	0.9167031577	0.2291461761
433	0.9167193759	0.2291186655
434	0.9166815334	0.2290885803
435	0.9166977516	0.2290659824
436	0.9167139698	0.2290510368
437	0.916724782	0.2290305817
438	0.9167410002	0.2290006823
439	0.9167085638	0.2289827088
440	0.9167410002	0.2289305203
441	0.9167410002	0.2289162778
442	0.9167410002	0.2289048847
443	0.9167193759	0.2288849627
444	0.9166977516	0.2288669842
445	0.9167464063	0.2288424743
446	0.9167464063	0.2288152992
447	0.9167464063	0.2287722281
448	0.9167464063	0.2287568585
449	0.9167464063	0.2287496314
450	0.9167626245	0.2287417549
451	0.9167626245	0.2287247456
452	0.9167464063	0.2286846369
453	0.9167464063	0.2286728028
454	0.9167464063	0.2286544855
455	0.9167518124	0.2286430302
456	0.9167896549	0.228615491
457	0.916795061	0.2286032074
458	0.916795061	0.228594347
459	0.9167896549	0.2285704354
460	0.9167896549	0.228562973
461	0.916795061	0.228531911
462	0.916795061	0.2285159622
463	0.916795061	0.2284975964
464	0.916795061	0.2284590754
465	0.916795061	0.2284301312
466	0.916795061	0.228417429
467	0.9168004671	0.2283962346
468	0.9168166853	0.2283758762
469	0.9168220914	0.2283608864
470	0.9168058732	0.2283484265
471	0.9168274975	0.2283319417
472	0.9168274975	0.228309955
473	0.9168383096	0.2282859422
474	0.9168383096	0.2282672214
475	0.91686534	0.2282531421
476	0.9168761522	0.2282075038
477	0.9168761522	0.2281851847
478	0.9168815582	0.2281592596
479	0.9169031826	0.2281336135
480	0.9169031826	0.2281059441
481	0.9169031826	0.2280837302
482	0.9169085886	0.2280727232
483	0.9169248069	0.228046641
484	0.9169248069	0.2280312305
485	0.9169139947	0.2280120533
486	0.9169139947	0.2279920564
487	0.9169139947	0.2279613669
488	0.9169302129	0.2279417907
489	0.9169410251	0.2279251003
490	0.9169464312	0.2279128236
491	0.9169734616	0.2278968646
492	0.9169734616	0.2278779035
493	0.9169734616	0.2278351584
494	0.9169842737	0.2278232642
495	0.917000492	0.2277895828
496	0.9170113041	0.227753004
497	0.9170113041	0.2277340515
498	0.9170383345	0.2277054356
499	0.9170275223	0.2276942064
500	0.9169950859	0.2276575536
501	0.9170113041	0.2276405937
502	0.917000492	0.2276111289
503	0.917005898	0.2275869414
504	0.917005898	0.2275749842
505	0.9170167102	0.2275489861
506	0.9170221163	0.2275213944
507	0.9170275223	0.2274933692
508	0.9170113041	0.2274639363
509	0.917000492	0.2274522192
510	0.9170221163	0.227429945
511	0.9170329284	0.227401717
512	0.9170113041	0.2273709006
513	0.917000492	0.2273639084
514	0.9170167102	0.2273480375
515	0.917005898	0.2273069173
516	0.9170113041	0.2272739195
517	0.9170275223	0.227244066
518	0.917000492	0.2272298538
519	0.9170275223	0.2272172559
520	0.9170275223	0.2272047487
521	0.9170275223	0.227179138
522	0.9170167102	0.2271746128
523	0.9170329284	0.2271585005
524	0.9170221163	0.2271290758
525	0.9170383345	0.2271196851
526	0.9170491467	0.2271091244
527	0.9170329284	0.2270923515
528	0.9170383345	0.2270861711
529	0.9170599588	0.2270777874
530	0.9170545527	0.2270649622
531	0.9170491467	0.2270253276
532	0.917070771	0.2269921043
533	0.917070771	0.2269737306
534	0.917070771	0.2269282215
535	0.9170599588	0.2269052841
536	0.9170653649	0.2268850876
537	0.9170383345	0.2268670094
538	0.9170383345	0.22685882
539	0.9170491467	0.2268436872
540	0.9170491467	0.2268031372
541	0.917076177	0.226762302
542	0.9170599588	0.2267450077
543	0.917076177	0.2267355049
544	0.9171032074	0.2267196961
545	0.9170869892	0.2267055218
546	0.9170653649	0.2266777186
547	0.917076177	0.2266430427
548	0.9170869892	0.226631308
549	0.9170815831	0.2265854464
550	0.917070771	0.2265693329
551	0.9170437406	0.2265335152
552	0.9170653649	0.226519099
553	0.917070771	0.2265007543
554	0.9170869892	0.2264857828
555	0.9170923953	0.2264533731
556	0.91714105	0.2264264256
557	0.9171626743	0.2264041789
558	0.9171518621	0.2263789135
559	0.9171572682	0.2263701728
560	0.9171680804	0.2263642529
561	0.9171626743	0.2263493344
562	0.9171626743	0.2263191108
563	0.9171842986	0.2263042168
564	0.917211329	0.2262812374
565	0.9172437654	0.226257849
566	0.9172329533	0.2262437275
567	0.9172221411	0.2262148076
568	0.9172059229	0.2262097455
569	0.9172221411	0.2262014709
570	0.9172005168	0.2261832636
571	0.9171842986	0.2261532504
572	0.9171734864	0.2261178151
573	0.9171734864	0.2260983063
574	0.9171788925	0.2260886863
575	0.9171951107	0.2260655028
576	0.9172167351	0.2260450056
577	0.9172167351	0.2260248521
578	0.9172275472	0.2260163741
579	0.9172329533	0.2260071263
580	0.9172167351	0.225977141
581	0.9172383594	0.2259652625
582	0.9172383594	0.225954242
583	0.9172437654	0.2259267318
584	0.9172599837	0.2258951922
585	0.9172653898	0.2258885523
586	0.917281608	0.2258663502
587	0.9172870141	0.2258398449
588	0.917281608	0.2258262846
589	0.9172978262	0.2258006346
590	0.917281608	0.2257850081
591	0.9173032323	0.2257737456
592	0.9172978262	0.225766688
593	0.9173086384	0.2257482723
594	0.9173194505	0.2257237301
595	0.9173140444	0.225698099
596	0.9173140444	0.2256921663
597	0.9173302627	0.2256772565
598	0.917351887	0.2256623525
599	0.9173410748	0.2256528432
600	0.917351887	0.225626944
601	0.9173248566	0.2255898218
602	0.917351887	0.2255525796
603	0.9173410748	0.2255139085
604	0.917351887	0.2254838887
605	0.9173464809	0.2254652986
606	0.917351887	0.2254401356
607	0.9173735113	0.2254289314
608	0.9173681052	0.2254028779
609	0.9173464809	0.2253782516
610	0.9173735113	0.2253555009
611	0.9173626991	0.2253315319
612	0.9174059478	0.2253171185
613	0.9174167599	0.2252891605
614	0.9173897295	0.2252780917
615	0.917351887	0.2252553508
616	0.9173789174	0.2252407832
617	0.9173897295	0.2252343052
618	0.9173897295	0.225197013
619	0.9173897295	0.2251902836
620	0.9174005417	0.22517789
621	0.9173897295	0.2251438132
622	0.9173951356	0.2251029615
623	0.9174005417	0.2250755309
624	0.9174005417	0.2250565142
625	0.9174059478	0.2250386812
626	0.9174113538	0.2250134132
627	0.9174113538	0.2249686648
628	0.9174167599	0.2249509423
629	0.917422166	0.2249427145
630	0.9174437903	0.2249309323
631	0.9174437903	0.2249244812
632	0.9174329782	0.224914623
633	0.9174329782	0.2248992927
634	0.9174491964	0.2248682508
635	0.9174491964	0.2248423684
636	0.9174437903	0.2248074106
637	0.9174654146	0.2247908418
638	0.9174654146	0.2247622304
639	0.9174870389	0.2247522024
640	0.9174870389	0.2247394093
641	0.9174816329	0.224715101
642	0.9174816329	0.2247122126
643	0.917492445	0.2247013199
644	0.917492445	0.224692685
645	0.917492445	0.2246830281
646	0.9175032572	0.2246624864
647	0.9175140693	0.2246385401
648	0.9175194754	0.2246072121
649	0.9175356936	0.2245934454
650	0.9175465058	0.2245737633
651	0.9175465058	0.2245563447
652	0.9175302875	0.2245415383
653	0.9175194754	0.2245259584
654	0.9175194754	0.2245243824
655	0.9175194754	0.2245011258
656	0.9175410997	0.224482373
657	0.9175573179	0.2244622735
658	0.9175573179	0.2244439052
659	0.9175681301	0.2244209611
660	0.9175681301	0.2244036311
661	0.9175735362	0.2243783772
662	0.9175681301	0.2243594365
663	0.9175681301	0.2243444208
664	0.9176005666	0.2243300446
665	0.9176005666	0.2243115333
666	0.9176005666	0.224297149
667	0.9175897544	0.2242845957
668	0.9175897544	0.2242800211
669	0.9175897544	0.2242447625
670	0.9176005666	0.2242284989
671	0.9176113787	0.2242134478
672	0.9176005666	0.2241820816
673	0.9176113787	0.2241664252
674	0.9176113787	0.2241596294
675	0.9176113787	0.2241381926
676	0.9176113787	0.2241282097
677	0.9176275969	0.2241049347
678	0.9176438152	0.2240911596
679	0.917633003	0.2240527258
680	0.9176546273	0.2240373174
681	0.9176546273	0.2240187927
682	0.9176654395	0.2240121968
683	0.9176654395	0.2240040679
684	0.9176654395	0.2239619968
685	0.9176654395	0.2239482303
686	0.9176762516	0.223930203
687	0.9176762516	0.2239086905
688	0.9176762516	0.223901194
689	0.9177140942	0.2238886008
690	0.9177140942	0.2238603445
691	0.9177249063	0.2238457284
692	0.9177357185	0.2238350422
693	0.9177519367	0.2238077314
694	0.9177519367	0.2237979794
695	0.9177519367	0.2237767723
696	0.9177411246	0.2237583128
697	0.9177411246	0.2237427864
698	0.9177789671	0.2237251017
699	0.9177789671	0.2237152184
700	0.917773561	0.2236953422
701	0.9177627489	0.223686118
702	0.9177789671	0.2236545959
703	0.917773561	0.2236453596
704	0.9177627489	0.2236426643
705	0.917773561	0.2236294536
706	0.917773561	0.2236043307
707	0.9177627489	0.2235882198
708	0.9177627489	0.223564363
709	0.917773561	0.2235484232
710	0.917773561	0.2235399558
711	0.917773561	0.2235368136
712	0.9177789671	0.2235125059
713	0.9177789671	0.2235031675
714	0.9177627489	0.2234755977
715	0.9177627489	0.2234355326
716	0.917768155	0.2234138697
717	0.9177843732	0.2233849652
718	0.9178005914	0.2233697779
719	0.9177897793	0.2233456225
720	0.9178114036	0.2233222862
721	0.9178114036	0.2232997121
722	0.9178276218	0.2232851122
723	0.9178168097	0.2232695873
724	0.9178276218	0.2232562846
725	0.9178005914	0.2232240282
726	0.9178005914	0.2232154133
727	0.9178005914	0.223185748
728	0.9178005914	0.2231753107
729	0.9177897793	0.2231639968
730	0.9178005914	0.2231237637
731	0.9178114036	0.2230927926
732	0.9178276218	0.2230763368
733	0.9178330279	0.2230621467
734	0.917838434	0.223042309
735	0.917838434	0.2230204846
736	0.917838434	0.2230141114
737	0.917838434	0.2229985729
738	0.9178492461	0.2229697811
739	0.9178762765	0.2229286481
740	0.9178762765	0.2229210317
741	0.9178600583	0.2229099435
742	0.9178708704	0.2228880463
743	0.9178979008	0.222869451
744	0.9179033069	0.2228490578
745	0.9179195251	0.2228313236
746	0.9179195251	0.2228203506
747	0.9179141191	0.2228142304
748	0.9179141191	0.222806878
749	0.9179141191	0.2227971996
750	0.917908713	0.2227848307
751	0.9179249312	0.2227689709
752	0.9179249312	0.2227287854
753	0.917908713	0.2227051857
754	0.9179249312	0.2226734231
755	0.9179249312	0.222651067
756	0.9179249312	0.2226428239
757	0.9179357434	0.2226306971
758	0.9179357434	0.2226089405
759	0.9179465555	0.2226016639
760	0.9179303373	0.2225879495
761	0.9179465555	0.2225664283
762	0.9179573677	0.2225368087
763	0.9179357434	0.2225136637
764	0.9179357434	0.2224987615
765	0.9179249312	0.2224729014
766	0.9179249312	0.2224605156
767	0.9179249312	0.2224304424
768	0.9179141191	0.2224096824
769	0.9179303373	0.2223889797
770	0.9179303373	0.2223727527
771	0.9179303373	0.2223408634
772	0.9179357434	0.2223274298
773	0.9179303373	0.2223006546
774	0.9179195251	0.2222883772
775	0.9179357434	0.222270938
776	0.9179573677	0.2222516748
777	0.9179681798	0.2222397601
778	0.917978992	0.2222027098
779	0.9179735859	0.2221904497
780	0.9179735859	0.2221800349
781	0.9179735859	0.2221596009
782	0.9179681798	0.2221548287
783	0.9179735859	0.2221293343
784	0.9179735859	0.2221186303
785	0.9179735859	0.2221017988
786	0.9179627738	0.2220874409
787	0.9179735859	0.2220709654
788	0.9179898041	0.2220535757
789	0.9180114284	0.2220391114
790	0.9180060224	0.2220286369
791	0.9180006163	0.2220147635
792	0.9180114284	0.2219864199
793	0.9180114284	0.2219698155
794	0.9180330528	0.2219570371
795	0.9180330528	0.2219511499
796	0.9180330528	0.2219196342
797	0.9180276467	0.2219058767
798	0.9180384588	0.2218997138
799	0.9180438649	0.2218768689
800	0.918049271	0.2218634038
801	0.9180546771	0.2218516476
802	0.9180654892	0.2218253031
803	0.9180654892	0.2218047887
804	0.9180708953	0.2217941485
805	0.9180708953	0.2217852583
806	0.9180600831	0.2217773499
807	0.9180546771	0.2217345206
808	0.9180763014	0.2217222745
809	0.9181087378	0.2216985102
810	0.9180871135	0.2216756148
811	0.9181033318	0.2216683735
812	0.9181141439	0.2216568642
813	0.9181141439	0.2216477081
814	0.91811955	0.2216321629
815	0.91811955	0.2216235343
816	0.91811955	0.2216189504
817	0.9181087378	0.2216049986
818	0.9181519865	0.2215894316
819	0.9181519865	0.2215760382
820	0.9181627986	0.2215568866
821	0.9181627986	0.2215467071
822	0.9181736108	0.2215378646
823	0.9181790169	0.2215219985
824	0.9181790169	0.2215077825
825	0.9181682047	0.2214966552
826	0.9181627986	0.2214661843
827	0.9181736108	0.2214579266
828	0.9181790169	0.2214392687
829	0.9181736108	0.2214279996
830	0.9181844229	0.2214102888
831	0.9182006412	0.2213811679
832	0.9182276715	0.2213686201
833	0.9182384837	0.2213490084
834	0.9182330776	0.2213351306
835	0.9182384837	0.2213270281
836	0.9182492959	0.22131198
837	0.9182709202	0.2212988857
838	0.918260108	0.221276706
839	0.9182709202	0.2212546127
840	0.9182709202	0.2212295508
841	0.9182709202	0.221220489
842	0.9182709202	0.2212098311
843	0.9182763262	0.2211947335
844	0.918260108	0.2211738203
845	0.9182709202	0.2211684005
846	0.9182817323	0.2211483993
847	0.9182817323	0.221141505
848	0.9182817323	0.2211220399
849	0.9183141688	0.221079187
850	0.9183249809	0.2210751454
851	0.9183466053	0.2210581874
852	0.9183249809	0.2210468323
853	0.918330387	0.2210346413
854	0.9183141688	0.2210217852
855	0.918330387	0.2209919894
856	0.918330387	0.2209777299
857	0.918330387	0.2209575099
858	0.9183520113	0.2209343554
859	0.9183574174	0.2209178076
860	0.9183682296	0.2208839478
861	0.9183682296	0.220864636
862	0.9183844478	0.2208250298
863	0.9183790417	0.2208027109
864	0.91839526	0.2207863924
865	0.9184060721	0.2207759631
866	0.9184060721	0.2207604405
867	0.9184060721	0.2207483222
868	0.9184222903	0.2207213085
869	0.9184222903	0.2207122443
870	0.9184276964	0.220695193
871	0.9184385086	0.2206776263
872	0.9184547268	0.2206630118
873	0.9184547268	0.2206444249
874	0.9184763511	0.2206330877
875	0.9184817572	0.2206253655
876	0.9185195997	0.2206013578
877	0.9184871633	0.2205815299
878	0.9185033815	0.2205694141
879	0.9185141937	0.220535438
880	0.9185141937	0.2205221457
881	0.9185141937	0.2205178008
882	0.9185087876	0.2205060792
883	0.9184925693	0.2204659597
884	0.9185141937	0.2204519343
885	0.918541224	0.2204349738
